14:35:42.748620,0
14:35:42.758561,0
14:35:42.768564,0
14:35:42.778533,0
14:35:42.788577,0
14:35:42.798601,0
14:35:42.808568,0
14:35:42.818551,0
14:35:42.828530,0
14:35:42.838526,0
14:35:42.848577,0
14:35:42.858577,0
14:35:42.868541,0
14:35:42.878564,0
14:35:42.888800,0
14:35:42.898585,0
14:35:42.908558,0
14:35:42.918574,0
14:35:42.928551,0
14:35:42.938522,0
14:35:42.948526,0
14:35:42.958552,0
14:35:42.968631,0
14:35:42.978571,0
14:35:42.988571,0
14:35:42.998584,0
14:35:43.008636,0
14:35:43.018585,0
14:35:43.028604,0
14:35:43.038579,0
14:35:43.048595,0
14:35:43.058619,0
14:35:43.068616,0
14:35:43.078520,0
14:35:43.088508,0
14:35:43.098491,0
14:35:43.108550,0
14:35:43.118549,0
14:35:43.128476,0
14:35:43.138482,0
14:35:43.148540,0
14:35:43.158524,0
14:35:43.168510,0
14:35:43.178630,0
14:35:43.188555,0
14:35:43.198512,0
14:35:43.208496,0
14:35:43.218494,0
14:35:43.228491,0
14:35:43.238493,0
14:35:43.248498,0
14:35:43.258612,0
14:35:43.268589,0
14:35:43.278546,0
14:35:43.288545,0
14:35:43.298515,0
14:35:43.308511,0
14:35:43.318547,0
14:35:43.328472,0
14:35:43.338514,0
14:35:43.348499,0
14:35:43.358553,0
14:35:43.368552,0
14:35:43.378544,0
14:35:43.388528,0
14:35:43.398523,0
14:35:43.408483,0
14:35:43.418487,0
14:35:43.428569,0
14:35:43.438498,0
14:35:43.448517,0
14:35:43.458548,0
14:35:43.468536,0
14:35:43.478526,0
14:35:43.488546,0
14:35:43.498509,0
14:35:43.508480,0
14:35:43.518532,0
14:35:43.528493,0
14:35:43.538525,0
14:35:43.548482,0
14:35:43.558436,0
14:35:43.568548,0
14:35:43.578541,0
14:35:43.588444,0
14:35:43.598473,0
14:35:43.608443,0
14:35:43.618558,0
14:35:43.628539,0
14:35:43.638447,0
14:35:43.648453,0
14:35:43.658505,0
14:35:43.668537,0
14:35:43.678558,0
14:35:43.688553,0
14:35:43.698577,0
14:35:43.708546,0
14:35:43.718554,0
14:35:43.728540,0
14:35:43.738545,0
14:35:43.748566,0
14:35:43.758561,0
14:35:43.768547,0
14:35:43.778523,0
14:35:43.788562,0
14:35:43.798544,0
14:35:43.808553,0
14:35:43.818500,0
14:35:43.828502,0
14:35:43.838485,0
14:35:43.848562,0
14:35:43.858513,0
14:35:43.868531,0
14:35:43.878543,0
14:35:43.888563,0
14:35:43.898574,0
14:35:43.908533,0
14:35:43.918580,0
14:35:43.928568,0
14:35:43.938562,0
14:35:43.948551,0
14:35:43.958501,0
14:35:43.968508,0
14:35:43.978539,0
14:35:43.988540,0
14:35:43.998556,0
14:35:44.008575,0
14:35:44.018562,0
14:35:44.028571,0
14:35:44.038533,0
14:35:44.048558,0
14:35:44.058513,0
14:35:44.068439,0
14:35:44.078535,0
14:35:44.088531,0
14:35:44.098540,0
14:35:44.108541,0
14:35:44.118514,0
14:35:44.128554,0
14:35:44.138529,0
14:35:44.148524,0
14:35:44.158428,0
14:35:44.168417,0
14:35:44.178508,0
14:35:44.188615,0
14:35:44.198608,0
14:35:44.208576,0
14:35:44.218603,0
14:35:44.228565,0
14:35:44.238597,0
14:35:44.248581,0
14:35:44.258606,0
14:35:44.268610,0
14:35:44.278607,0
14:35:44.288538,0
14:35:44.298521,0
14:35:44.308543,0
14:35:44.318519,0
14:35:44.328517,0
14:35:44.338506,0
14:35:44.348560,0
14:35:44.358490,0
14:35:44.368498,0
14:35:44.378454,0
14:35:44.388614,0
14:35:44.398627,0
14:35:44.408621,0
14:35:44.418563,0
14:35:44.428580,0
14:35:44.438647,0
14:35:44.448648,0
14:35:44.458603,0
14:35:44.468585,0
14:35:44.478593,0
14:35:44.488625,0
14:35:44.498546,0
14:35:44.508555,0
14:35:44.518565,0
14:35:44.528547,0
14:35:44.538547,0
14:35:44.548497,0
14:35:44.558430,0
14:35:44.568418,0
14:35:44.578415,0
14:35:44.588550,0
14:35:44.598651,0
14:35:44.608626,0
14:35:44.618605,0
14:35:44.628664,0
14:35:44.638603,0
14:35:44.648579,0
14:35:44.658589,0
14:35:44.668509,0
14:35:44.678493,0
14:35:44.688613,0
14:35:44.698546,0
14:35:44.708574,0
14:35:44.718561,0
14:35:44.728537,0
14:35:44.738546,0
14:35:44.748538,0
